Detection Date,Latitude,Longitude,Notes,Lab Status
551,47.624935,-122.316911,"Insect was lying upside on the ground (likely dead) regular size wasp was flying around near and landing on it (seen in closer photo). Insect was big, maybe 1.5 inches.",0
551,47.51204,-122.49987,"Seen at Blake Island west of Seattle, landing on our boat chair",0
551,48.16095,-122.52167,I'm not sure what it is but we have never seen anything like it.  It is so big and ugly.  This is in an 8oz jam jar and is still alive,0
551,47.846338,-118.343708,"The first one looked like it was about 1.5"". The second looked to be 2""and fatter.",0
551,47.493894,-121.77596100000001, ,0
551,47.481039,-122.01268200000001,Seen south of Issaquah near Mirrormont. About one inch long.,0
551,46.22303,-119.26981599999999,Found it dead at approx 630 pm,0
551,46.413990000000005,-117.05521, ,0
552,47.330246,-118.692146,"Not sure if this qualifies, but this one and several others were seen in Odessa, Wa.",0
552,47.884965,-122.185653,There were many of them around plant bush in my front yard.,0
552,48.41147,-119.52996499999999,Mother found on property,0
552,45.822194,-120.82269699999999,Found under the hood of the vehicle dead.,0
552,46.570752,-117.128197,Found 4 on our sidewalk this morning about 8:10 AM. Not sure if they are the Giant Asian hornet.,0
552,45.866091,-122.704637,"It was very large, appx 1.5-2 inches and thick bodies. Orange head. It chased me and flew off so I couldn’t get a picture.",0
552,46.781981,-118.53146100000001,I work on a legal Mariuana farm and it was sitting on a marijuana plant. It’s bigger than eat the picture makes it look,0
552,49.047752,-123.88330400000001,"we were cutting firewood on my property when it appeared bussing around myself and a friend so I swatted it,  knocking it into the wheelbarrow and slapped it to stun it. Grabbing a jar with lid to capture.",0
552,47.04652,-122.90328999999998,4 Asian hornets in the flowers of Percival Landing Park,0
552,47.56666,-121.89413300000001,Any chance this is an Asian hornet? It was smacked by my windshield. It’s 1.5” but missing some of its body.,0
552,47.837340000000005,-120.05384,Circling low at waterfront,0
552,47.73628,-122.64681999999999,Saw it in poulsbo WA by the transit center trail,0
552,47.985632,-122.210191,This apparent insect surprised me by flying off the side view mirror of my car as it was parked in central Everett. It sort of jumped or floated into the gutter. I was shocked by the size. I have seen bees and wasps of different kinds. This was at least,0
552,47.639559999999996,-122.4013,Sighted in Magnolia (30th Ave & McGraw),0
552,47.916109999999996,-122.004125,large hornets spotted in my pasture. They were attracted to the noise of the tractor. We have video of the but no good pictures. They were anywhere from 1.5 to 2 inches.,0
552,47.555527000000005,-122.36226599999999,I was working in the backyard and was not close enough to my cell phone to get a photo before it flew away… But I am pretty sure this is what it was.,0
552,48.074098,-123.34761499999999,It was on the woodpile caught it it's alive .,0
552,47.70877,-122.89017, ,0
552,48.937,-122.464345,Is this a hornet you are interested in? Found it on our cement sidewalk.,0
552,48.31454,-122.230804,Saw one on the 26th also same location. 2pm on Sat and 10 am Sunday Lake McMurry,0
552,46.568078,-117.12759399999999,"Found dead - it's curled up, would be longer if straight - will keep in case you need to see it.",0
552,47.84564,-118.33006,"Spotted two in the last week at Seven Bays, WA at Lake Roosevelt.  Visually identifiable but wasn’t fast enough to capture a photo and will try again if sighted.  Very certain by size and markings this morning on our deck.",0
552,47.032431,-122.89520700000001,My son and I can identify all the other wasps. We had lunch and this huge hornet landed fir a few seconds right infront of us. Unfortunately since we were just eating non of us cold take a picture fast enough.re,0
552,47.570409000000005,-122.14278200000001,Never seen such a large bee. It was double the size of other wasps near it. Orange and black in color.,0
552,47.642375,-122.373341,"Not sure this is it. It liked our mint. The body is segmented more than your photo and I think our wasp has a black head with yellow accents, the body coloring looks different too, but it looks close.",0
552,47.642375,-122.373341,"Not sure this is it. It liked our mint. The body is segmented more than your photo and I think our wasp has a black head with yellow accents, the body coloring looks different too, but it looks close.",0
552,47.642375,-122.373341,"Not sure this is it. It liked our mint. The body is segmented more than your photo and I think our wasp has a black head with yellow accents, the body coloring looks different too, but it looks close.",0
552,47.499665,-122.313162,Found the large hornet in our back yard near our pond.,0
552,47.304111999999996,-122.437149,I was in my backyard and the hornet lit on a tall lettuce plant. My husband thinks he also saw one a few days ago.,0
552,47.835074,-117.42359499999999,"@ 1 1/2"" long reddish orange body",0
552,47.717065999999996,-122.368398,"A wasp about 2 inches long landed on my fence, flew away after I moved away. Did not get a picture.  Of photos on this page, most closely resembled Asian Giant Hornet",0
552,47.156797999999995,-122.185243,I've never seen anything like this before it looks like to be but it doesn't,0
552,47.61515,-121.95663400000001,Found dead in our back yard,0
552,46.540359,-117.08748700000001,This is MUCH larger than anything I've ever seen. It's still alive and I can try to get better pics if needed.,0
552,47.636072999999996,-122.368449,It could have been a paper hornet. But not sure.,0
552,48.987131,-122.778516,"Very large (like a small humingbird!) Flying insect, not a moth.  Briefly flew over our western exposure patio on the Semiahmoo Spit, Blaine, WA",0
553,46.925731,-122.425643,"Saw one of these hornets as I was digging out a tree. He watched it land, take a big off of a limb, it was a big bug too, and fly away.",0
553,45.803163,-122.498549,I was unable to get a photo - it looked identical to the second photo and was approx. 2 - 2 1/2 inches. Landed on my daughters shoulder at Battleground Lake campground site #10 at approx. 11 am this morning. We have been searching photos and watching vid,0
553,47.878239,-122.203671,"I was putting groceries in my car trunk when I noticed the dead creature in the groove trunk lid sits in. My immediate reaction was that it might be a 'baby' giant hornet, if there is such a thing. it's actually rather beautiful. Less than  1/2 inch long",0
553,47.669661,-122.367222,"2"" hornet on my front porch this morning. much bigger than the normal wasps I see. couldn't get too close",0
553,47.568855,-119.44813700000002,"The bee was HUGE. My brother killed it, but didn’t keep the body. It was “fighting” with the other (different) bees around it. We have a minute long video that shows it more clearly moving around.",0
553,47.84572,-118.34313,We have seen over 15-20 sightings in the last 2-3 days. Killed 8 total,0
553,47.887567,-122.52023700000001, ,0
553,46.55621,-120.39197, ,0
553,47.61015,-117.266586,was floating in my pool. I drown it. It was about 1 inch long.,0
553,47.571087,-122.372616,Tried to take a picture be it flew away. It didn't look like any of the pictures I've seen. Twice as large/long as a regular bee with an all red butt.,0
553,47.67858,-122.13158,"Not sure what this is, is it the hornet",0
553,47.61233,-119.28817, ,0
553,47.079786999999996,-122.935933,"I was doing yard work and heard wing flaps I thought were from a dragon fly. When I looked up it was actually a large wasp with a dark body and orangish wings directly in front of my face. Larger than bee I have seen, smaller than a dragon fly. Swiped it",0
553,47.003366,-122.671348,Big and ugly had to squish 3 times,0
553,46.819291,-119.16521499999999,"Unsure if the photo attached, please let me know if it didn't and I can try again.",0
553,46.600525,-120.592027,My kids were playing in my front yard and my husband spotted a huge wasp. He happened to be pressure washing the house and sprayed it. Placed it in a jar. Since then we have spotted several in our yard but can't pinpoint where they are coming from. If th,0
553,47.68845,-122.165148,"Don't think this is the murder hornet but not totally sure, could you please advise as to what it is",0
553,47.310598999999996,-118.68961000000002,"Noticed the large size, bright stripes on the back, long wings, loud sound when it took off.",0
553,46.60122,-121.58898,We were on the Packwood Lake Trail in the Gifford Pinchot National Forest. It was quite large.,0
553,48.082057,-122.321592,on flowers,0
553,47.223953,-122.97564399999999,"About 3” long, dark, hairy/fury, yellowish ring around eyes with dark head, dark wings, quiet flyer",0
553,47.55422,-122.00285,Flew by itself and landed on arborvitae tree.  Looked larger than average and possibly murder hornet.   It is now not alive and I put in a container if needed.,0
553,47.564137,-122.586717,Born and raised here I have never seen a hornet this big. We have multiple hornets black and bright orange over an inch in length at least with curved but end burrowing nests in our property  This is our first sighting and there's quite a few down there,0
553,48.985448,-122.778977,Possible see one at the Semiahmoo spit near the small parking lot/pull off along side the trail.,0
553,47.553768,-122.546026,Saw this huge bee fly up to my porch it was as big as my middle finger I didn't get pic of it hubby tried to kill it with the bug salt guy but it didn't even faze it,0
553,46.71459,-122.95126,"Sitting on fence face, quite large all over",0
553,47.916109000000006,-122.241322,This hornet was buzzing my wife as she tended some garden plants.,0
553,48.111661,-122.16190700000001,"There was one flying by our blackberry vines, who was then joined by another. They began fighting and went to the ground. We were able to trap one and it is being very aggressive in the plastic tub that we have it in.",0
553,48.014790000000005,-122.06411000000001,i dont think this is the Asian giant hornet but it is much larger than any i have seen before.,0
553,47.020014,-122.891195, ,0
553,47.6653,-122.20711000000001,Much larger than all other bees and hornets in the area. My guess is that it was slightly larger than one inch long.,0
553,47.333974,-118.687852, ,0
553,47.62984,-120.68945,Big hornet,0
553,46.986424,-122.819584,Was laying on my outside patio sofa reading and something dropped on my shirt brushed it off kept reading. Glanced down it was half a body of a bee head was cut off just like story I saw on CBS Sunday morning. Not sure if it could be related but send pic,0
553,46.65404,-120.53113, ,0
553,47.69402,-117.392848,He landed on my recycle bin. He was at least 2 inches. I grew up here and never seen a bee like it. He got away when I tried to kill him,0
553,46.365369,-122.638372,Large with orange face,0
553,48.34871,-122.40016000000001,Can you identify this for me. Thank you.,0
553,45.74955,-120.20116000000002,"My cousin found this hornet while fishing in Roosevelt, WA.",0
553,47.925157,-120.99706699999999,4 times the size of the other bees in my yellow bee catcher/killer. It looked like a few bees missing their heads also in yellow catcher. There were about 30 yellow jackets plus this one long bigger yellow jacket in the new catcher. I did not take a phot,0
553,47.127385,-119.273195,I believe I saw it flying in my backyard will submit photo if found again.,0
553,47.422445,-120.38745,It was dead in a tray of water - a great specimen until I smashed the tar out of it afraid it might come back to life....Sorry!!,0
553,47.810005,-119.97260800000001,Playing at beach with my family and the two GIANT things showed up. Pics are little blurry.,0
554,47.728543,-122.26049499999999,Multiple sightings,0
554,45.663808,-120.97612600000001,"Very large wasp, orange in color",0
554,47.398434,-122.30126499999999,"My wife and I started seeing large orange & black (mainly black) buzzing around our white conical hydrangias when they started blooming about 2 weeks ago. They have ranged in size from 1 1/4"" to 1 1/2"" in size and are extremely aggressive. They don't see",0
554,47.548567,-122.05603,"July 27, 2020 a Clerk at the Lowe's Garden Center in Issaquah just spotted a giant hornet in their greenhouse. I believe some of their plants comes from Whatcom County. County. remarked t hat she spotted a",0
554,47.933129,-122.293699, ,0
554,46.286093,-119.345598,Found dead in my driveway,0
554,47.822451,-122.335536,It was a large hornet with reddish marking,0
554,47.068257,-122.41479,I'm not sure of it's one of them Asian hornets or not but I know I ran it over with a forklift,0
554,47.068303,-122.41496299999999,I'm not sure if it's one or not but I'm pretty sure I ran it over with a forklift and here's the picture I took of it,0
554,46.201890999999996,-119.78376899999999,Was found alive and floating in the pool on a hot afternoon. It is about 1.75 inches long. It has large pincers not visible in the photos.,0
554,47.237882,-122.56258700000001,An employee turned this in on July 27th.,0
554,47.646971,-117.58509,Found in our above ground pool. Still alive at the time.,0
554,47.53815,-120.28128000000001, ,0
554,47.492430999999996,-122.02452,"Hello, found dead thought it looked like the giant Asian hornet - sending pictures",0
554,48.083709999999996,-122.38078999999999,I found this dead floating in my pool.,0
554,47.069293,-122.99226599999999,Found dying on ground outside my garage,0
554,47.85326,-122.15218600000001,"Very large, trapped and tried to chew glass container.",0
554,47.344834000000006,-122.27548300000001,It was in my yard flying being chased by my dog. I live in Federal Way WA.,0
554,47.425179,-120.305723,This hornet does not look like the Asian giant to me. Also it does not look like any of the native hornets above. It was a big hornet though I'm estimating about 1 inch in length.,0
554,47.630934,-122.367324,"The insect was dead when I found it. Not sure how it wound up there, but there are lots of flowering plants in the yard here and always plenty of honey bees.",0
554,48.770161,-122.489015, ,0
554,48.053067,-122.186399,On sidewalk outside McDonald’s.,0
554,47.610611,-119.291253,Hornet landed in some water in my backyard this is the second one I have seen. I killed the first one it was in my pool.,0
554,47.097590000000004,-122.20218,Found nearly lifeless in yard. Haven’t seen a creature like this around here before.,0
554,47.836278,-120.05348700000002, ,0
554,47.525956,-122.379742,We routinely see 3-4 and always on this hydrangea flowering plant,0
554,45.67046,-120.83142,"About 2 inches long, found on ground at new TA truck stop",0
554,48.519063,-121.93033,Found a dead hornet in my fly trap that appears similar to the giant Asian hornet. My kids think they saw a live one flying in our pasture.,0
554,47.935806,-122.23270900000001,"I think it’s dead, it’s upside down in my planter and it’s about 2” long. Friend thinks it’s a cricket but I’ve never heard crickets here. We do, however, have several varieties of wasps and bees.",0
554,47.643995000000004,-117.47077900000001,Unsure what it is found it dead on the pavement. There is a quarter in the photos for reference.,0
554,47.692463000000004,-119.10948400000001,"Definitely an Asian Hornet.  I got a good look.  I almost got a foot on it, I chased it until it bolted.",0
554,47.38071,-122.02141,I'm pretty certain this was a Murder Hornet.,0
554,46.757624,-122.067633,"3:53 pm, 7/26/20, Spotted in Ashford, WA. Caught on security camera not sure what it is",0
554,48.807411,-122.410646,Me and my daughter seen one next to are home on a flower,0
554,47.769095,-122.34077099999999,"Well over an inch in size, black and yellow stripes on the long legs, orange/brown wings. Moves fast and is nearly silent when it flies",0
554,45.98977,-122.53663999999999,Found in our pool most likely was there a couple days,0
554,47.199505,-122.53450500000001,Flew into our yard and was flying around us until we were able to kill it,0
554,47.846363000000004,-118.34371399999999,"Have seen and killed multiple. Most seem around 2"".",0
554,47.554893,-122.16105900000001,I was indoors looking out to my side yard. It flew around my side yard passing my window twice. I am very  familiar with other flying insects as I am allergic to wasp venom and have had wasps in my home and had many nest of different types removed. I am,0
554,47.573398,-122.413604,"Out for a run on beach drive on Alki. Right by the stay safe street, something in the ground caught my eye. I thought it was a butterfly and slowed to move around it. It flew up off the ground and I realized it was an extremely large wasp/hornet. I was a",0
554,47.427622,-122.107293,Very loud!,0
554,48.268855,-121.599567,"Large 2 inch, bee like insect,landed about 5 ft from me on the side of the garage. It was black with yellow stripes wings tucked along its body like a wasp does. Flew away a moment after it landed. It was the biggest bee like insect I've ever seen. I say",0
554,47.682439,-122.09473700000001,contractor working next door reported it trying to get into his cab.  I think I saw one a couple weeks ago so both sightings at this address,0
554,47.024694000000004,-117.21536699999999,Found on front bumper. Was still alive. Assuming it hit my front bumper on dry creek rd between 195 & sr27,0
554,46.695014,-120.74393400000001, ,0
554,47.163363000000004,-122.34316100000001,Attached to the doorway’s net used to prevent bugs and insects from entering the home.,0
554,47.478852,-122.115197,Large hornets looks like murder hornets found In the backyard. There are tons of them and a lot of nesting.,0
554,47.5301,-122.03438999999999,WHAT THE HECK IS THIS,0
555,47.818003000000004,-122.189047,"This is the second sighting. We have a large vegetable garden and something was making the cilantro closer dip over several inches. It looked just like the photos except the striped abdomen was quite orange, in addition to the stripes. I also saw one ver",0
555,45.63221,-122.67156000000001,"Hi, I've been doing yard work in my neighborhood trail and I came across the biggest bee I have ever seen. When I saw it, I joked and thought ""ooh a murder hornet, so scary"". It was until I got closer that I began to panic because of how it looked. I am",0
555,47.684225,-117.459681,"Road trip from Spokane, WA to Florence, OR. Upon arrival, specimen was stuck in the grille of my camper van. Specimen has only partial thorax.",0
555,47.78245,-122.38463999999999,Ground nest.  Apx. 20-50 each,0
555,47.272976,-122.350815,"I had my shed torn down and removed.   One of the workers found it and I put it in a zip lock bag.  It was alive on Tuesday don't know now.  I refuse to open the bag to see it, it's really big and the bag is not see through.  If you interested in it your",0
555,47.53867,-122.21171899999999,"Two 1 1/2 - 2” wasps on blackberry vines in my yard on Mercer Island, WA.  I live mid-island near Lake on 71st Street NE.  I was picking ripe berries when I noticed one buzzing nearby, about 3 ‘ away. The other one was sitting on a blackberry leaf.",0
555,47.057771,-122.692725,"Massive hornet...orange and black, the size of a small hummingbird...Nisqually Valley near the public fishing",0
555,46.25678,-119.33094299999999,"14 yr old who study all varieties of bees, hornets and wasps this year. Abt 7:30pm- one landed on our patio by shed- had yellow flat head with very big eyes, the yellow matched the body stripes. It was longer than her pinky finger. It had a very low buzz",0
555,47.653379,-122.387927,Not sure if this is one but it is one of the biggest types of these insects ive seen.,0
555,47.445464,-120.26760700000001,99115,0
555,47.953659,-122.215721,Only a brief glimpse as the hornet landed on a rhode in my backyard.  Orange and black bands around the body and appx 4 cms long.  Not enough time to capture it or get a picture.,0
555,47.318670000000004,-119.55125,"It’s huge (like dollar coin size) and has been flying around my house in Ephrata, WA for a couple of weeks. I just found it alive, but drowning in a water bucket sitting outside. Not sure if it is a murder hornet or something else, but wanted to report",0
555,46.504579,-120.480677, ,0
555,46.187395,-119.14533,floating in out pond,0
555,48.137665999999996,-122.268248,Caught after flew inside house,0
555,47.320198,-122.221554,Murder hornets?,0
555,45.623707,-122.59238300000001,Gnarly sized hornet,0
555,45.623707,-122.59238300000001,Gnarly sized hornet,0
555,47.567083000000004,-122.364952,Two HUGE hornets flew out of o e of my flowering plants on my 5th floor deck - West Seattle. It happened too fast so no picture available.,0
555,46.780443,-120.863553,Saved it for you : if you want it,0
555,48.858854,-122.61171499999999,"Flew by me.  2 inches long, black and orange",0
555,47.692738,-119.109591,Not too sure about this one.  I spotted one like this yesterday but today I was able to swat it.,0
555,47.613523,-122.28743600000001,On basil plant in front yard garden,0
555,47.093389,-122.333432,I found it almost drowning by my pool. I am a Washington native. Never have I seen a bee this big.,0
555,47.29865,-122.33253799999999,We have a lot of plants on are porch.  While siting out side I obsreved a lage black hornet.  I looked it up on the internet and it was identical to the Asian Giant Hornet.,0
555,47.62117,-122.008875,Trapped in an opened slide window.,0
556,48.747658,-122.40881,This was different color and much larger hornet than I have seen around our house. Most distant about it was the wings where 90 deg or more off it’s body. Most hornets I have experienced have the wings angled back. It was in our blue bushes and left be,0
556,47.74778,-122.13520700000001, ,0
556,47.748567,-122.135609,several at one time feeding in a sea holly (blue) plant,0
556,45.683554,-122.57403400000001,"I was watering outback noticed the the burnt orange looking wings as it landed on the grass it definitely was an Asian Hornet, it looked just like the 1 in the pictures.",0
556,47.675545,-122.20031999999999,"Not colored like a yellow jacket but HUGE!  A giant 1.5"" ALL BLACK wasp flew right toward me as I sat directly in the sunshine.  Mistakenly sure it was the Asian bee. NOT!                                             e just off I-405.  Mistakenly thought",0
556,48.954759,-122.44513500000001, ,0
556,47.693445000000004,-117.4336,"We live on the north side of Spokane, WA and this was in our backyard last night flying around my fiance. He was lucky enough to have killed it! It is HUGE! Please feel free to contact me with any questions or information. We are curious to find out what",0
556,47.526083,-122.315427,"I was picking blackberries in my yard.  Two identical 2” long wasps were less than 3 feet away on the blackberry vines.  I zoomed around a few times, the other was sitting on a leaf.  They were  bright colored, with knife shaped wings.  When at rest th",0
556,47.767688,-122.263346,"Big, orange, ugly, made really loud bzzz sound. It was narrow not chunky like a bee. Really mean looking. Like a mosquito on steroids but orange and with shorter legs.",0
556,48.572882,-121.767321, ,0
556,47.594590000000004,-119.36531000000001,"We were camping there earlier this week.  95% certain we saw a few there.  Not sure what else they would have been, they were massive and looked just like the pics.",0
556,47.052299,-122.919486,On garlic,0
556,47.757106,-119.29688700000001,caught two in bee traps. THInk we have a couple more now.,0
556,48.124179999999996,-123.61325,Opened garbage can and the bee came out and hovered over my head,0
556,47.31709,-119.54556000000001,i caught the suspected bee. it is not dead yet so i cant take a picture,0
556,47.48617,-122.20618700000001, ,0
556,45.762781,-122.661018,It was flying in our backyard it was fast but definitely Asian hornet,0
556,47.987712,-122.180778,Large wasp flying while holding a bee,0
556,47.509668,-122.26052299999999, ,0
556,48.116084,-122.340956,have seen a large amount flying around my yard,0
556,45.83987,-119.70238,"About 1.5in long. Just west of Boardman OR, On the shore of the Columbia river. One of the pictures was from it floating in the water after we swiped it off our infant.",0
556,47.33269,-118.69091999999999,"Not sure, but believe this is a murder hornet.  Photo isn’t great, but if it is one, there are more over by our city park.  This one was in our shop at Odessa Trading Co.  in Odessa WA.",0
556,48.551615000000005,-120.19061699999999,"I was out gardening and a redish orange bee caught my eye, its very strange because I live in the Methow Valley in Washington state and I’ve never seen such a thing.",0
556,47.352075,-122.268009,Chasing bees in my garden in Auburn.,0
556,47.710574,-118.939676,"Noticed on tree leaves east side of city park in Almira, WA.  W Main St and S 2nd St.  Very large,  didn't stay on leaf long enough to get a photo, but saw it several times.  Much larger than normal hornet or yellow jacket.",0
556,47.696376,-122.32051899999999,Roughly 2 inches in length not including the stinger,0
556,48.75235,-122.47122,"I believe I spotted an Asian Giant hornet in my garden.  Interestingly, it was quite furtive and disappeared the moment I came near.",0
556,47.65297,-118.14258999999998,"i killed it and will include a photo not sure if it is one my brother in law wanted me to contact you, if it's not sorry",0
556,47.9852,-122.11391599999999,Had a large be like creature land on me while we were sitting on my deck. Looked it up after joking it was a murder hornet and thought it was not it. Then saw a pic of what I saw on Tuesday noted as it.... really not sure but pics I took are included,0
556,47.418616,-120.258071, ,0
556,46.626106,-119.65063, ,0
556,47.191427000000004,-122.23694499999999,Was watering plants and saw this thing fly by me and land on plant next to me. It appears same size and shape as murder hornet but maybe not same color.  If not murder hornet then dont know what it is. Would still like to know what it is. Never seen that,0
556,48.186544,-122.13238100000001,"My picture wouldn't upload,  sorry. But I just I'D it as a Golden Digger Wasp from another entry. 🙂 How cool are you guys? Please delete my previous entry.  Thank you",0
556,47.099289,-122.39946699999999,"I was working on a well at a customers residence and I saw one, we tried to kill it but it hit the ground after smaking it then flew away. Customer saw another one about 1/2hr later. I left and told customer he should report it. Sorry no photo. It was bi",0
556,46.7127,-117.17721,"I was at Walmart in Pullman, WA when a lady pointed it out. It was bigger than a quarter after I killed it and it was layed out. The legs and body were bright orange. I didn't look at the face. It doesn't look like the Asian Hornet in most pictures excep",0
556,47.554347,-122.391449,Not sure if this is one,0
556,47.075689000000004,-120.02966200000002,Multiple hornets sighted and active around our house. Got a couple with a wiffle ball bat...,0
556,45.762947,-122.661533, ,0
556,47.436729,-122.33013500000001,"No orange head however, rather large orange on rear of thorax to end",0
556,46.99693,-122.9841,I found it dead in the sand at the swimming area of Columbus Park at Black Lake in Olympia WA.,0
556,48.551876,-120.190794,"I saw a red and orange hornet while gardening, I think my last submission didnt go through so im re-submitting.",0
556,47.671975,-122.39738899999999,"Very large hornet, orange legs and rear body, but not really stripes",0
556,47.15096,-122.082851,Working in the back area of my yard nd saw it on the ground.,0
556,48.74463,-122.482841,Large hot yet shape 2” long orange and black.,0
556,46.577096999999995,-120.70358700000001,We were on our back porch and I had a hornet buzz by me hitting my shoulder. I moved quickly and my girlfriend seen it stating that it was huge. She then seen it again and pointed it out to me. It was flying around the porch then landed on a leaf in our,0
556,47.4176,-120.28674,Murder hornet cited. Did not get a chance to take a photo to but confirmed citing through various pictures of the species.,0
556,48.186544,-122.13238100000001,"There were 3 or 4 of these on my golden rain tree flowers for hours today. They're very sketchy when they fly,  almost like a moth. At least 2"" long if not longer. I came very close to catching one, but he didn't like me nearby and buzzed my face as he t",0
556,46.414658,-117.19046599999999,Found it on the ground in a patch of clovers and we trapped it in a water bottle.,0
556,48.781786,-118.563347,"I'm not sure this a giant Asian hornet...it doesn't look like the pictures on the site... so, what is this? We have never seen one before.",0
556,47.58082,-122.15178,"A bug flew down on to the cement in from of the Bay 1 bus station at the Eastgate Park & Ride. It was about two inches and had dard yellow and black markings and broad dark yellow, transulcent rounded wing. Going from memory, I believe it had black stran",0
556,45.608319,-122.51641399999998,"I was watering my garden and saw the biggest ""wasp"" I have ever seen.  I tried to take a picture but it kept flying towards me. It was about 1 and 1/2 inches long with a black bottom and the wings faded from a light to dark color. Head was huge as well.",0
556,47.159873,-122.33153600000001,Large hornet with huge stinger,0
557,47.67858,-122.13158,I have the specimen if needed,0
557,47.704183,-120.19507,Found dead in a swimming pool in the morning,0
557,45.662256,-122.62476399999998,Saw a single one of these “Murder Hornets” outside the front of our house. It’s stopped by some of our white flowers for a moment and flew away. We normally see a lot of honey bees around the same flowers. Unknown if that’s related.,0
557,47.669903999999995,-119.105042,Landed on rocks where sprinkler was hitting for water. Looks to be 2x or 3x the size of a yellow jacket. Tried to get close enough for a clearer picture but it kept moving. I went get wasp spray and contain and it was gone when I came back,0
557,47.379108,-122.276375,"I noticed the large insect acting strangely, so I approached. It was flying in an up and down motion bouncing off the ground. Sorry no photo. I did realize what it could be because it was not familiar to me. It finally flew off.",0
557,47.542937,-122.386423,"I was walking home from grocery shopping at Thriftway, Morgan Junction in West Seattle. I was walking down Holly Street in between 42nd Ave and California Ave...heading toward California on the side of the street where there are homes and condos. There w",0
557,47.529594,-122.37903899999999,"West Seattle resident. Found these two, connected, on the walkway in front of our house. Although we don't believe they are Giant Asian Hornets, have captured and submitting photo just in case. The larger insect is at least an inch long. Feel free to rea",0
557,47.089529999999996,-117.1628, ,0
557,48.879151,-122.49788400000001,Saw what I believe to be a murder hornet while walking in my back field.,0
557,47.329541,-122.66605600000001,I suspect this may be a variety of giant Asian hornet. It is extremely large (as you can tell by the size of my fingers in the photo for scale. I want to say several inches long) I captured it in a pickle jar as my children were playing nearby. It has an,0
557,47.200261,-117.51781000000001, ,0
557,47.71045,-122.17243,I was out walking ou lot making sure it was clear of trash and saw one land on the ground for a few seconds and flew off. Unfortunately it did not stay still long enough for me to snap a picture of it. It was about an inch and a half long and had orange,0
557,47.288939,-122.551911,Please help us verify what this is,0
557,46.48904,-122.38288,We notice it on our screen door when we realized what it was it flew away when we tried to open screen to capture it it was very large could not kill or capture  did not get photo because by the time we realized what it was flew away,0
557,45.758539,-120.467877,"seen flying and killed, seen drowned in horse water trough",0
557,47.57893,-122.616358,"Was in grass in yard; we killed with and have it for you.  We have it an old large, orange plastic prescription container.  (360) 551-2647.",0
557,45.843057,-122.40789699999999,"I was away for two weeks. When I came back yesterday, I found this drowned in a water container, close to my bee hive.",0
557,47.5231,-121.93925,"Did not see actual hornet, but came across two bees on patio with no heads",0
557,47.381713,-121.978853,"I've been to Cambodia and seen very large bees there. This was similar in size but wasn't yellow or orange w/ black like I've seen in the past. 1.5 - 2 inches long. It flew off before I could get a picture but I'm from here, it definitely wasn't a wasp.",0
557,47.337778,-122.350756,I was on my driveway watering when my wife said what is that behind you. It seemed to be attracted to the water. I turned around to make sure it wasn't going to land on my back but it landed on my shorts. I sprayed it with water and it flew away. I was t,0
557,47.191959999999995,-122.551612,Tried to get a picture but it took flight. Distinctive pointy stinger and about 2 inches long,0
557,48.066078000000005,-122.165939,Noticable orangish face and distinctly plumper that a wasp. It traveled through our house and was trapped between our screen and door out of panic. I wasn't thinking and opened the screen to release it.,0
557,46.385985,-117.070725,"It was 11/2"" . It was on the back of a 2"" long green grasshopper and flying it landed I looked around for something to swat it with it flew off with its prey.",0
557,47.171597,-122.58464099999999,"Black and yellow/orange, 1/2 inch stinger, very aggressive",0
557,47.766247,-122.22287800000001,"We found this large wasp-like insect on the inside of our kitchen window.  The body is about an inch long, not including the unusually long stinger or the antennae.  I'm guessing it might be a wasp queen?  But I wanted to make sure it wasn't the hornet y",0
557,47.323449,-122.583545,Biggest god damn thing I’ve ever seen,0
557,47.525856,-122.690221, ,0
557,47.275425,-122.659747, ,0
557,47.041996999999995,-122.876658,"I didn’t want to get very close, but this was a very large thing with orange coloring. It was investigating my parsley flowers, and I was alerted to its presence by the audible buzz as it flew. I was shocked by its size, which I estimate at 1.5” long",0
557,48.707770000000004,-122.50719,The hornet flew at me as I was coming out of my house. I retreated and it flew out into the road about 15 feet away from me. Because of its size I was still able to see it fairly clearly.,0
557,47.720532,-122.371302,Yesterday around 3 p.m. I saw a hornet on a yard ornament in our yard. I noticed right away that it was very large (which is what drew my attention) and that it was orange and black instead of the yellow I'm use to seeing. I stood about 3 ft from it and,0
557,47.67418,-122.36399999999999,Do asian giant hornets feed on pollen? I saw what could have been one (much larger than any bee I've seen before) feeding on lavender along with normal bees on a walk yesterday.,0
557,46.734111,-121.969522,This insect immediate caught my attention as my wife & I were setting up our tent at 5:00 PM on 7/29/2020 at the Big Creek Campground south of SR 706 between Ashford and the Nisqually entrance to Mt. Rainier National Park. It swarmed aggressively in our,0
557,47.515840000000004,-122.611352,This half of a seem to be Asian hornet was found by our pool close to a hige hornet hive.,0
557,48.706481,-122.505053, ,0
557,47.189386,-122.44636100000001,"The hornet was about the size of my thumb, mostly black in color. The sting was very obvious. I didn't get a picture because I was in shock of what I was seeing. I've never seen anything like it before",0
557,47.14699,-122.56047,1.5-2 inch long?,0
557,47.905552,-122.320103,Ground dwelling. Multiple holes in sandy parking space. Carnivores.,0
